"","Days_growing","Predicted_ADG","SE_Predicted_ADG","finish_weight","changeinADG"
"1",100,2.21820045557486,0.0374441489091495,221.820045557486,0.0221820045557486
"2",101,2.20830654714785,0.036748309523462,223.038961261933,0.0218644212588896
"3",102,2.19841263872084,0.0360525423948984,224.238089149526,0.0215530650854984
"4",103,2.18851873029383,0.0353568517891779,225.417429220264,0.0212477546630469
"5",104,2.17862482186682,0.0346612423140028,226.576981474149,0.0209483155948732
"6",105,2.16873091343981,0.0339657189539736,227.71674591118,0.0206545801279982
"7",106,2.1588370050128,0.0332702871098642,228.836722531356,0.0203663868397434
"8",107,2.14894309658579,0.032574952642904,229.936911334679,0.0200835803419232
"9",108,2.13904918815878,0.0318797219248265,231.017312321148,0.0198060110014701
"10",109,2.12915527973177,0.031184601894577,232.077925490762,0.0195335346764382
"11",110,2.11926137130476,0.0304896001227373,233.118750843523,0.0192660124664069
"12",111,2.10936746287774,0.0297947248849149,234.13978837943,0.0190033104763761
"13",112,2.09947364671962,0.0291000392423475,235.141048432598,0.0187453004171395
"14",113,2.08958038417481,0.028405822895059,236.122583411754,0.0184918618068567
"15",114,2.07968822885663,0.0277124098472572,237.084458089656,0.0182428792004968
"16",115,2.06979773437841,0.0270201343725402,238.026739453517,0.0179982411685079
"17",116,2.05990945435344,0.0263293310315512,238.949496704999,0.0177578401237365
"18",117,2.05002394239505,0.0256403346919796,239.852801260221,0.0175215721572227
"19",118,2.04014175211656,0.024953480551203,240.736726749754,0.0172893368823437
"20",119,2.03026343713127,0.0242691041619103,241.601349018622,0.0170610372868174
"21",120,2.02038955105252,0.0235875414610983,242.446746126302,0.0168365795921043
"22",121,2.01052064749361,0.022909128802899,243.272998346726,0.0166158731197819
"23",122,2.00065728006785,0.0222342029957687,244.080188168278,0.0163988301644906
"24",123,1.99080000238857,0.021563101344655,244.868400293794,0.0161853658730778
"25",124,1.98094936806907,0.0208961616988659,245.637721640565,0.0159753981295893
"26",125,1.97110593072268,0.0202337225064829,246.388241340336,0.0157688474457815
"27",126,1.96127024396272,0.0195761228763115,247.120050739302,0.015565636856847
"28",127,1.95144286140249,0.0189237026485314,247.833243398116,0.0153656918220668
"29",128,1.94162433665531,0.0182768024754236,248.52791509188,0.0151689401301196
"30",129,1.9318152233345,0.0176357639137965,249.204163810151,0.0149753118087946
"31",130,1.92201607505338,0.0170009295310404,249.862089756939,0.0147847390388721
"32",131,1.91222744542525,0.0163726430271004,250.501795350708,0.0145971560719485
"33",132,1.90244988806344,0.0157512493751017,251.123385224374,0.0144124991519958
"34",133,1.89268395658126,0.0151370949838964,251.726966225308,0.0142307064404606
"35",134,1.88293020459203,0.0145305278864555,252.312647415332,0.0140517179447167
"36",135,1.87318918570906,0.0139318979588281,252.880540070724,0.0138754754496968
"37",136,1.86346145354567,0.0133415571753664,253.430757682212,0.0137019224525417
"38",137,1.85374756171518,0.0127598599071188,253.96341595498,0.0135310041001108
"39",138,1.8440480638309,0.0121871632717719,254.478632808664,0.0133626671292094
"40",139,1.83436351350614,0.0116238275453448,254.976528377353,0.0131968598093967
"41",140,1.82469446435422,0.0110702166480973,255.457225009591,0.0130335318882445
"42",141,1.81504146998847,0.0105266987199005,255.920847268374,0.0128726345389253
"43",142,1.80540508402218,0.009993646803768,256.36752193115,0.0127141203100154
"44",143,1.79578586006869,0.00947143966051362,256.797377989822,0.0125579430774034
"45",144,1.7861843517413,0.00896046274275674,257.210546650747,0.0124040579982034
"46",145,1.77660111265333,0.0084611093629474,257.607161334732,0.0122524214665747
"47",146,1.7670366964181,0.00797378209793288,257.987357677042,0.0121029910713568
"48",147,1.75749165664892,0.0074988944820086,258.351273527391,0.0119557255554348
"49",148,1.7479665469591,0.00703687305146373,258.699048949947,0.0118105847767507
"50",149,1.73846192096198,0.0065881598161676,259.030826223334,0.0116675296708857
"51",150,1.72897833227085,0.00615321524705297,259.346749840627,0.011526522215139
"52",151,1.71951633449904,0.00573252188072951,259.646966509354,0.0113875253940334
"53",152,1.71007648125986,0.00532658865029751,259.931625151498,0.0112505031661833
"54",153,1.70065932616662,0.00493595604765744,260.200876903493,0.0111154204324616
"55",154,1.69126542283265,0.00456120219400253,260.454875116228,0.0109822430054068
"56",155,1.68189532487126,0.00420294981786075,260.693775355045,0.0108509375798146
"57",156,1.67254958589576,0.0038618739723001,260.917735399739,0.01072147170446
"58",157,1.66322875951948,0.00353870999448943,261.126915244558,0.0105938137549011
"59",158,1.65393339935572,0.00323426060936504,261.321477098203,0.0104679329073147
"60",159,1.6446640590178,0.00294940003885283,261.50158538383,0.0103437991133195
"61",160,1.63542129211904,0.00268507128827664,261.667406739046,0.010221383075744
"62",161,1.62620565227275,0.00244227026075743,261.819110015912,0.0101006562252966
"63",162,1.61701769309225,0.00222200707688744,261.956866280944,0.0099815906981003
"64",163,1.60785796819086,0.00202523180285613,262.08084881511,0.00986415931405433
"65",164,1.59872703118188,0.00185271115838332,262.191233113829,0.00974833555598709
"66",165,1.58962543567865,0.00170484930556413,262.288196886977,0.00963409354956756
"67",166,1.58055373529446,0.00158146492169885,262.371920058881,0.00952140804394255
"68",167,1.57151248364265,0.00148156885145896,262.442584768322,0.00941025439306975
"69",168,1.56250223433652,0.00140321827992599,262.500375368535,0.00930060853771736
"70",169,1.55352354098939,0.00134352676072972,262.545478427206,0.00919244698810287
"71",170,1.54457695721457,0.00129886415366162,262.578082726477,0.00908574680714452
"72",171,1.53566303662538,0.00126520430803714,262.598379262941,0.00898048559430049
"73",172,1.52678233283515,0.00123852283462274,262.606561247645,0.00887664146997178
"74",173,1.51793539945717,0.00121514953886306,262.602824106091,0.00877419306044608
"75",174,1.50912279010478,0.00119202824165085,262.587365478231,0.00867311948336078
"76",175,1.50034505839127,0.00116689145563686,262.560385218473,0.00857340033366442
"77",176,1.49160275792998,0.00113839172376168,262.522085395677,0.00847501567005672
"78",177,1.48289726694395,0.00110654211318009,262.47281624908,0.0083779506607003
"79",178,1.47423326209518,0.00107362622690671,262.413520652943,0.0082822093376134
"80",179,1.46561624465541,0.00104294134033221,262.345307793318,0.00818780024947157
"81",180,1.45705171589636,0.00101807094003792,262.269308861345,0.00809473175497979
"82",181,1.44854517708978,0.00100237259602293,262.18667705325,0.00800301202812032
"83",182,1.44010212950739,0.000998389342884123,262.098587570345,0.00791264906322742
"84",183,1.43172807442093,0.00100731874538939,262.00623761903,0.0078236506798958
"85",184,1.42342851310214,0.00102873506510483,261.910846410793,0.007736024527729
"86",185,1.41520894682274,0.00106068315770104,261.813655162207,0.00764977809093373
"87",186,1.40707378620286,0.0011002108138495,261.715724233732,0.00756491282904765
"88",187,1.39902307925618,0.00114455528523881,261.617315820905,0.00748140684094212
"89",188,1.39105578334474,0.00119153622086648,261.518487268811,0.00739923289013161
"90",189,1.38317085583062,0.00123948514845195,261.419291751987,0.00731836431656412
"91",190,1.37536725407586,0.00128717133837883,261.319778274414,0.00723877502145191
"92",191,1.36764393544254,0.00133372134040972,261.219991669524,0.00716043945257872
"93",192,1.3599998572927,0.00137854715504172,261.119972600198,0.00708333259006614
"94",193,1.35243397698841,0.00142128771364481,261.019757558763,0.00700742993258242
"95",194,1.34494525189173,0.00146176347100757,260.919378866995,0.00693270748397796
"96",195,1.33753263936471,0.00149994209709876,260.818864676118,0.00685914174033183
"97",196,1.33019509676942,0.00153591288094305,260.718238966806,0.00678670967739498
"98",197,1.32293158146791,0.00156986765500856,260.617521549178,0.00671538873841579
"99",198,1.31574105082225,0.00160208640337073,260.516728062805,0.00664515682233459
"100",199,1.30862246219449,0.00163292606460886,260.415869976704,0.00657599227233412
"101",200,1.3015747729467,0.00166281132916454,260.314954589339,0.00650787386473348
"102",201,1.29459694044092,0.00169222645853151,260.213985028626,0.00644078079821355
"103",202,1.28768792203923,0.00172170733709377,260.112960251925,0.00637469268336254
"104",203,1.28084667510368,0.001751833129231,260.011875046048,0.00630958953253046
"105",204,1.27407215699634,0.00178321707617266,259.910720027253,0.00624545174998204
"106",205,1.26736332507925,0.00181649614581043,259.809481641246,0.00618226012233779
"107",206,1.26071913671448,0.00185231945260941,259.708142163183,0.00611999580929358
"108",207,1.25413854926409,0.00189133559059196,259.606679697666,0.00605864033460912
"109",208,1.24762052009014,0.00193417925341846,259.505068178748,0.00599817557735642
"110",209,1.24116400655468,0.00198145772303271,259.403277369928,0.00593858376341952
"111",210,1.23476796601978,0.00203373795659656,259.301272864154,0.00587984745723706
"112",211,1.2284313558475,0.00209153505746398,259.199016083823,0.00582194955377963
"113",212,1.2221531333999,0.00215530286007592,259.096464280778,0.00576487327075422
"114",213,1.21593225603902,0.00222542719314001,258.993570536312,0.00570860214102828
"115",214,1.20976768112695,0.00230222213672106,258.890283761167,0.00565312000526611
"116",215,1.20365836602572,0.00238592930185451,258.78654869553,0.00559841100477081
"117",216,1.19760326809741,0.00247671988752771,258.682305909041,0.00554445957452506
"118",217,1.19160134470407,0.00257469905378242,258.577491800784,0.00549125043642431
"119",218,1.18565155320777,0.00267991201829166,258.472038599294,0.00543876859269619
"120",219,1.17975285097055,0.00279235124291275,258.365874362551,0.00538699931950025
"121",220,1.17390419535449,0.00291196411402543,258.258922977988,0.00533592816070222
"122",221,1.16810454372163,0.00303866061243971,258.151104162481,0.00528554092181735
"123",222,1.16235285343405,0.00317232058874866,258.042333462359,0.00523582366411734
"124",223,1.15664808185379,0.0033128003849005,257.932522253396,0.00518676269889593
"125",224,1.15098918634292,0.0034599386558303,257.821577740815,0.00513834458188805
"126",225,1.1453751242635,0.00361356133694504,257.709402959288,0.00509055610783778
"127",226,1.13980485297759,0.00377348577105251,257.595896772934,0.00504338430521056
"128",227,1.13427732984724,0.00393952405324789,257.480953875323,0.00499681643104509
"129",228,1.12879151223451,0.00411148567799407,257.364464789469,0.00495083996594084
"130",229,1.12334635750147,0.00428917958369376,257.246315867838,0.00490544260917674
"131",230,1.11794082301018,0.00447241569086014,257.126389292341,0.0048606122739573
"132",231,1.11257386612269,0.00466100602429366,257.004563074341,0.0048163370827822
"133",232,1.10724444420106,0.00485476550036177,256.880711054646,0.0047726053629356
"134",233,1.10195151460735,0.00505351244962597,256.754702903513,0.00472940564209165
"135",234,1.09669403470363,0.00525706893403601,256.626404120649,0.0046867266440326
"136",235,1.09147096185195,0.00546526090753947,256.495676035207,0.00464455728447636
"137",236,1.08628125341436,0.00567791825967302,256.362375805789,0.00460288666701001
"138",237,1.08112386675294,0.00589487477368282,256.226356420446,0.00456170407912632
"139",238,1.07599775922973,0.006115968023973,256.087466696677,0.00452099898836022
"140",239,1.07090188820681,0.0063410392321186,255.945551281427,0.00448076103852221
"141",240,1.06583521104622,0.00656993309616833,255.800450651093,0.00444098004602591
"142",241,1.06079668511003,0.00680249760435574,255.652001111517,0.00440164599630717
"143",242,1.05578526776029,0.00703858384148707,255.500034797991,0.00436274904033179
"144",243,1.05079991635907,0.00727804579404574,255.344379675255,0.0043242794911896
"145",244,1.04583958826843,0.00752074015832852,255.184859537497,0.00428622782077226
"146",245,1.04090324085042,0.00776652615460648,255.021294008353,0.00424858465653233
"147",246,1.03598983146711,0.00801526534930018,254.853498540908,0.00421134077832157
"148",247,1.03109831748054,0.00826682148640535,254.681284417694,0.00417448711530585
"149",248,1.0262276562528,0.00852106032884628,254.504458750693,0.00413801474295482
"150",249,1.02137680514592,0.00877784951002597,254.322824481334,0.00410191488010409
"151",250,1.01654472152197,0.00903705839554879,254.136180380493,0.00406617888608789
